,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
408,21,81,90,66,66,30,63,10,47,57,19,17,18,27,27,35
409,99,51,56,48,81,93,38,97,44,77,43,38,37,8,78,46
410,48,35,38,64,76,8,77,79,79,50,58,71,5,82,94,33
411,88,20,26,85,82,45,30,13,74,96,50,49,6,9,52,97
412,35,39,49,58,3,72,11,34,87,56,21,95,27,46,51,0
413,69,3,59,2,83,57,56,78,46,72,47,67,64,76,46,41
414,43,51,80,31,36,19,80,26,26,98,68,1,69,40,33,20
415,24,44,68,32,72,77,4,27,33,17,36,1,27,72,18,20
416,63,42,23,62,86,68,44,50,0,97,75,36,63,50,65,62
417,50,66,21,55,83,78,13,35,55,19,5,81,43,6,93,67
418,84,76,30,37,35,26,51,29,73,78,4,9,11,39,15,7
419,54,96,16,87,90,2,88,90,33,88,38,38,53,5,4,56
420,98,17,57,75,56,20,35,24,3,69,7,55,18,59,84,48
421,72,99,25,57,41,62,80,85,94,69,36,52,24,73,42,12
422,78,18,99,98,54,60,44,12,3,26,17,5,76,75,53,24
423,90,62,98,84,88,67,34,81,69,1,21,34,53,4,25,34
424,32,17,9,45,22,26,28,20,96,26,65,44,57,92,5,56
425,68,3,26,85,75,0,49,90,19,25,59,3,21,88,6,17
426,14,52,51,19,47,69,59,16,37,43,24,89,86,41,46,7
427,22,83,71,18,90,31,14,75,72,72,19,28,92,79,85,17
428,12,7,99,4,43,21,42,53,72,84,93,2,63,46,27,25
429,81,82,28,80,38,14,29,34,80,28,26,41,84,17,56,45
430,48,86,30,1,81,41,23,3,81,12,88,83,20,77,12,1
431,60,21,35,2,69,9,41,53,38,53,33,10,11,28,85,83
432,98,24,12,94,8,56,41,13,52,11,5,74,94,9,83,22
433,75,65,49,8,56,12,92,25,24,9,94,76,33,44,50,83
434,8,54,21,70,52,33,72,9,41,78,61,17,31,43,95,42
435,25,86,0,46,98,68,99,11,16,72,20,60,85,92,94,45
436,51,96,24,65,0,83,80,75,86,96,88,60,78,9,51,42
437,44,77,13,48,50,43,74,13,59,24,82,55,41,62,32,33
438,43,86,70,2,76,22,98,53,48,5,2,98,33,14,65,78
439,31,66,81,91,23,36,3,0,77,69,37,99,17,55,76,46
440,26,7,40,42,51,91,24,95,64,27,59,36,22,43,27,92
441,63,99,84,76,43,41,21,6,24,20,25,14,52,34,51,23
442,59,62,95,7,61,36,58,68,99,83,60,18,71,73,63,38
443,85,46,93,28,66,62,69,49,49,17,61,42,45,52,84,29
444,11,34,10,20,59,67,42,21,29,40,38,98,18,90,25,55
445,99,12,59,79,32,62,70,1,36,94,78,72,97,29,18,14
446,55,78,99,65,32,93,55,31,80,13,24,40,96,4,53,46
447,76,34,63,50,55,9,97,16,95,9,24,27,36,54,39,96
448,24,67,37,7,44,74,65,3,56,56,8,43,5,15,54,96
449,78,73,85,64,98,41,21,89,90,36,96,45,11,67,19,9
450,26,38,84,91,14,70,12,41,27,86,32,91,83,77,31,77
451,1,36,52,71,72,68,50,69,96,4,13,93,73,44,55,16
452,96,64,40,14,60,33,17,63,47,62,34,77,73,81,45,30
453,2,43,45,74,91,46,94,91,49,98,68,25,71,10,52,72
454,87,70,31,88,6,71,76,26,1,81,74,44,71,44,24,50
455,37,91,90,91,84,90,94,19,36,59,60,49,46,26,12,98
456,38,22,53,61,98,33,43,1,48,91,75,52,40,16,91,76
457,19,14,48,4,18,44,69,92,18,12,80,1,12,86,44,87
458,57,87,19,18,48,9,84,50,51,52,44,63,87,37,67,27
459,64,53,82,21,78,22,28,91,39,66,24,56,84,15,5,21
460,75,85,62,90,66,74,49,35,81,79,25,95,77,2,69,9
461,63,81,45,11,26,32,86,87,26,80,8,51,10,53,54,12
462,95,49,87,37,44,32,20,86,71,67,94,12,3,6,87,21
463,25,92,39,96,85,46,41,84,15,34,51,70,10,88,63,12
464,90,1,84,74,90,37,72,84,34,92,0,24,37,41,58,1
465,92,61,90,39,55,9,7,37,81,2,15,14,44,52,56,25
466,75,76,96,54,98,58,88,7,72,51,61,99,85,37,10,93
467,21,91,83,33,58,93,81,20,67,73,54,94,91,39,98,14
468,71,2,29,79,8,49,41,51,21,62,22,40,24,89,24,54
469,13,56,97,88,55,16,23,57,71,6,66,8,24,93,66,79
470,20,39,60,56,2,93,84,72,13,9,32,41,78,98,35,7
471,60,97,70,29,61,49,22,94,34,96,53,40,27,73,86,77
472,57,69,34,14,32,33,85,17,56,38,29,83,55,7,3,76
473,20,18,29,87,53,44,33,86,25,25,53,81,60,16,15,71
474,6,30,87,8,43,50,40,35,72,47,73,49,26,55,49,18
475,4,67,69,78,88,78,33,15,10,61,45,33,45,65,88,26
476,23,33,45,32,59,85,63,71,53,79,30,12,44,4,10,19
477,88,75,16,43,42,96,96,80,65,63,23,43,21,69,5,14
478,98,3,68,72,14,23,94,55,31,30,57,9,64,14,75,28
479,33,45,66,53,89,37,19,53,84,0,23,59,96,1,22,79
480,59,79,76,60,99,65,47,85,59,14,42,95,89,32,98,66
481,53,42,4,54,8,65,60,77,60,56,76,83,64,88,24,15
482,56,11,86,37,95,86,59,57,51,24,56,9,56,55,80,71
483,12,12,99,4,74,57,21,34,19,46,10,29,62,29,28,64
484,30,32,67,75,83,46,45,54,29,49,58,80,82,44,90,69
485,87,63,32,14,4,31,55,38,0,45,83,43,26,13,59,12
486,11,39,76,60,86,10,99,9,85,75,47,28,99,91,60,58
487,53,41,71,85,65,53,8,42,54,61,28,11,63,18,88,70
488,98,54,97,1,77,47,79,34,29,45,55,3,22,19,60,94
489,97,95,1,42,4,8,44,28,1,75,45,68,99,77,73,39
490,66,30,81,2,33,74,76,82,62,87,21,1,68,68,34,51
491,78,93,8,69,84,99,41,21,3,55,16,7,69,6,21,77
492,84,48,31,9,75,38,47,40,80,54,0,36,52,22,47,50
493,16,45,87,70,1,74,66,70,54,20,27,78,6,12,81,60
494,39,83,79,96,72,90,86,7,80,48,76,95,83,64,1,50
495,67,67,20,16,12,64,86,85,52,83,85,32,30,57,31,84
496,10,48,19,42,85,37,43,65,25,45,0,95,59,92,4,51
497,82,58,51,83,46,89,62,75,80,44,48,44,97,24,50,31
498,98,28,46,49,14,42,95,18,72,87,41,71,77,70,49,78
499,47,0,19,34,81,25,57,56,1,59,48,36,10,3,47,31
500,48,4,0,61,6,9,15,76,89,19,44,87,24,67,62,33
501,19,52,71,28,59,37,9,56,41,16,25,39,1,9,52,82
502,15,45,86,41,13,57,45,88,99,0,18,60,17,7,11,2
503,14,66,74,8,81,27,43,92,17,78,45,13,93,45,75,82
504,55,53,99,21,10,93,2,15,92,75,77,32,71,2,58,44
505,20,10,57,34,82,92,43,33,81,76,70,44,49,62,44,77
506,3,76,0,63,0,96,2,73,21,19,88,67,63,76,44,69
507,55,20,37,98,81,70,12,84,27,5,14,83,61,48,24,74
508,16,9,26,96,99,68,36,80,27,85,60,19,93,61,69,15
509,70,50,78,22,19,67,70,85,69,52,30,26,60,19,73,46
510,93,9,25,5,83,69,25,65,28,81,47,63,72,62,44,13
511,83,47,98,88,0,45,16,44,51,71,39,53,52,35,70,22
512,96,48,16,80,78,99,96,77,0,55,96,41,13,19,33,38
513,95,74,22,90,67,94,90,59,61,95,64,24,76,30,23,66
514,85,33,86,44,24,11,14,67,43,22,92,92,50,34,52,45
515,21,7,78,86,7,9,39,22,76,89,66,74,78,72,86,81
516,76,82,21,83,22,44,29,84,30,66,48,98,78,8,84,56
517,79,82,20,60,13,41,91,6,6,13,20,76,3,62,9,21
518,88,76,9,90,20,97,82,45,77,27,37,54,11,86,91,59
519,45,36,82,84,45,4,92,75,4,99,0,53,99,29,62,16
520,28,78,68,2,54,31,98,13,67,19,49,20,70,83,33,36
521,27,30,28,2,66,5,58,93,73,44,94,67,33,44,23,19
522,30,27,22,0,11,73,25,8,95,91,40,49,96,88,26,33
523,42,95,23,2,65,13,18,11,88,80,21,63,41,0,54,98
524,41,77,41,11,97,24,27,8,54,33,23,3,88,53,22,74
525,99,40,12,73,36,62,28,71,83,82,7,29,63,79,50,25
526,69,53,74,11,22,0,24,68,59,70,62,4,95,28,28,68
527,20,44,44,44,76,9,28,57,88,90,1,76,0,14,19,16
528,9,84,21,92,88,92,81,87,84,46,8,15,66,28,97,24
529,56,18,13,44,39,71,84,8,9,95,37,23,7,97,30,73
530,6,79,5,44,11,28,62,96,28,6,14,56,90,41,93,65
531,89,92,38,25,6,48,46,6,83,51,66,67,53,20,49,0
532,35,60,71,53,46,23,35,46,24,32,66,62,96,6,89,14
533,28,94,15,4,38,55,22,98,64,57,28,76,42,83,68,15
534,46,53,94,26,54,74,65,92,82,48,6,32,38,68,91,59
535,90,29,80,75,37,41,85,98,22,97,54,75,72,55,23,55
536,62,54,59,66,10,94,63,41,51,28,84,63,54,16,91,93
537,75,90,31,69,82,32,10,84,76,54,80,22,21,65,98,62
538,88,73,63,3,2,70,84,67,69,95,8,18,64,78,85,52
539,89,67,7,19,35,76,63,67,31,70,60,76,5,70,84,69
540,64,56,84,1,91,40,3,7,6,99,71,27,70,86,73,62
541,0,13,11,21,74,36,35,99,13,15,79,22,54,74,36,28
542,6,10,87,47,43,18,95,85,21,53,51,24,46,76,58,69
543,39,69,60,26,99,53,59,46,62,12,14,20,63,69,22,79
544,44,3,76,10,80,36,21,36,25,3,98,34,39,19,80,25
545,59,0,89,14,61,16,17,50,21,2,32,90,97,19,14,68
546,94,90,23,20,93,37,25,30,95,62,28,54,8,67,53,97
547,89,82,97,67,22,75,56,75,70,42,27,66,0,99,89,15
548,57,11,86,13,94,99,33,5,60,43,5,68,41,2,58,14
549,75,41,75,1,96,40,2,91,99,98,65,99,99,22,87,60
550,0,60,54,84,97,74,33,91,42,2,67,22,27,42,35,15
551,44,54,60,97,23,54,75,93,76,63,24,76,48,71,82,12
552,57,73,75,87,15,92,52,79,79,62,55,93,36,52,83,12
553,90,71,7,7,2,18,46,2,33,93,33,25,56,37,85,75
554,76,37,79,54,45,96,76,56,27,58,9,61,33,76,88,91
555,17,3,37,35,90,22,81,2,70,83,73,76,89,37,87,46
556,30,27,4,1,5,13,53,52,51,34,50,34,59,20,29,42
557,5,48,11,84,59,90,72,88,74,34,39,88,15,33,49,81
558,18,49,55,66,51,50,69,18,96,21,0,75,32,68,80,39
559,73,79,23,48,78,38,24,47,35,19,41,59,39,69,78,21
560,99,63,6,72,19,5,67,26,29,47,90,63,67,24,77,43
561,85,77,27,95,24,93,91,20,23,13,2,71,46,76,71,95
562,54,35,28,75,32,93,89,10,43,88,46,29,91,7,85,86
563,85,98,85,50,38,40,8,93,83,82,61,4,40,26,1,62
564,37,66,35,45,70,2,56,40,30,63,36,68,82,73,7,29
565,12,63,45,26,74,48,65,59,12,31,42,54,72,47,2,85
566,16,24,28,4,85,9,7,43,3,15,66,8,32,68,70,52
567,96,16,99,57,50,75,84,70,17,15,1,85,22,76,96,36
568,87,93,1,41,90,56,46,16,61,40,62,72,15,70,35,63
569,11,78,73,71,99,76,38,83,53,79,3,6,59,74,6,20
570,45,11,44,51,52,48,88,69,76,88,18,74,31,91,1,13
571,72,59,30,35,81,68,32,7,42,61,2,66,83,75,89,17
572,49,64,68,86,83,63,9,71,78,60,43,31,87,89,58,95
573,47,56,9,59,48,93,24,82,90,77,62,43,82,63,7,20
574,55,86,81,38,74,54,77,26,49,67,46,59,69,9,25,40
575,60,19,84,63,84,38,6,86,82,75,2,1,41,26,0,93
576,55,0,63,68,94,53,20,88,77,10,14,28,58,85,79,9
577,42,29,74,85,88,41,93,94,35,47,92,8,78,28,3,83
578,63,16,5,65,97,1,48,70,93,37,34,97,78,97,33,34
579,19,62,72,20,55,95,35,85,40,49,64,59,26,17,16,2
580,79,93,52,94,25,60,13,50,1,10,1,72,36,8,55,41
581,16,32,40,60,84,29,69,21,62,71,38,86,43,32,50,77
582,47,92,26,23,45,59,94,8,68,68,82,52,41,24,73,64
583,1,8,96,85,13,96,37,16,21,94,58,45,94,16,69,36
584,75,39,72,78,34,26,39,69,67,9,75,81,0,51,27,7
585,6,68,33,90,91,1,87,34,98,89,26,47,79,84,32,58
586,58,41,78,29,92,34,54,67,2,0,67,49,43,67,47,23
587,75,75,37,50,56,31,88,40,11,17,13,15,35,74,16,99
588,42,55,15,10,29,59,56,56,49,42,24,65,51,77,70,7
589,4,94,79,45,11,23,87,28,38,25,78,14,41,32,37,81
590,53,6,92,88,19,93,99,27,81,85,73,13,41,53,28,2
591,30,99,49,34,83,2,28,99,22,54,41,72,34,29,81,51
592,5,33,48,64,47,38,49,68,5,42,40,39,5,91,42,96
593,96,92,32,61,40,62,95,70,9,65,7,42,94,11,4,96
594,17,39,41,75,47,31,15,67,66,63,77,98,66,93,52,88
595,10,8,60,17,85,16,40,34,45,40,23,16,58,11,29,87
596,66,54,86,91,66,99,11,30,55,38,93,52,67,93,64,97
597,58,49,36,35,10,91,63,32,85,33,90,6,29,75,85,20
598,72,11,53,73,59,73,57,10,50,7,86,18,19,0,6,21
599,36,29,61,11,34,48,27,28,65,70,34,72,58,21,40,72
600,17,17,76,28,2,82,33,78,63,84,19,54,54,52,47,60
601,15,14,18,36,98,17,80,78,79,44,96,26,85,83,39,19
602,63,35,99,50,1,37,47,52,15,68,50,56,40,11,33,91
603,58,53,11,15,70,62,50,84,77,42,26,20,42,3,25,71
604,80,13,24,74,66,11,86,81,69,90,11,94,88,89,14,89
605,99,7,37,86,11,85,24,98,87,3,52,99,96,16,86,88
606,15,44,9,74,48,97,73,52,43,57,52,74,28,62,37,99
607,80,52,87,57,93,24,7,86,23,59,81,84,66,62,75,29
608,22,3,79,40,10,32,64,81,29,78,44,25,95,72,57,39
609,55,94,63,3,49,47,92,95,32,11,33,41,57,81,72,35
610,34,19,80,9,72,73,18,32,9,17,96,1,99,88,44,37
611,31,63,91,20,60,77,74,69,24,2,53,94,48,93,11,18
612,74,83,35,62,16,53,0,91,82,17,91,37,19,77,91,34
613,30,20,75,26,62,53,33,30,65,59,54,21,18,15,4,43
614,89,58,49,19,45,86,24,5,25,79,67,14,13,41,10,96
615,14,59,50,98,44,54,13,48,11,85,70,0,69,83,27,19
616,92,48,23,67,71,15,78,74,5,70,5,95,98,10,20,52
617,70,83,77,25,47,49,70,35,56,26,2,43,0,57,65,84
618,12,68,18,46,38,41,79,46,20,37,50,8,47,93,85,40
619,52,64,45,71,10,8,8,69,75,10,53,84,53,2,49,91
620,32,63,98,2,97,75,24,69,33,45,99,30,29,99,19,43
621,46,97,41,75,65,98,65,22,25,9,98,28,72,79,78,30
622,23,37,40,51,95,45,84,31,31,77,5,11,45,11,53,77
623,26,52,9,92,45,82,50,16,20,75,23,41,2,8,43,92
624,54,24,81,99,45,88,13,31,13,89,42,18,21,70,98,77
625,89,38,92,32,11,38,37,5,23,49,45,13,19,77,53,23
626,60,92,53,44,38,75,94,37,88,85,90,45,7,59,56,38
627,23,2,29,39,78,92,9,91,2,60,98,81,26,47,60,92
628,35,27,74,56,99,43,35,35,1,86,29,74,1,93,58,74
629,92,44,0,68,51,77,90,11,63,78,84,64,28,34,52,28
630,8,10,29,49,5,8,7,56,27,77,93,54,2,95,6,64
631,79,99,16,74,81,61,17,67,46,75,64,87,83,31,26,12
632,15,99,20,1,47,15,25,25,30,11,9,4,56,67,17,28
633,48,21,23,1,73,54,12,68,66,71,69,98,43,35,67,64
634,82,10,28,2,24,36,6,30,90,37,47,16,32,43,37,31
635,6,73,67,42,25,10,86,33,91,5,21,16,87,90,0,22
636,67,15,74,25,68,36,7,85,83,42,22,76,21,70,68,58
637,30,93,1,65,54,59,28,77,54,15,68,71,93,98,4,84
638,21,16,52,9,90,65,18,56,1,18,54,57,79,43,26,29
639,42,28,73,21,72,51,14,63,38,20,26,66,29,92,93,21
640,55,2,63,15,40,91,91,59,62,91,4,0,39,8,2,6
641,83,73,90,45,3,60,43,4,96,40,50,85,98,15,1,33
642,95,63,36,13,37,99,79,75,5,45,80,42,36,96,21,8
643,86,15,83,48,76,1,96,4,0,27,52,63,13,51,69,74
644,82,40,6,43,77,11,62,52,90,34,90,23,82,76,13,1
645,86,11,26,37,17,93,10,96,93,88,51,75,31,88,55,68
646,12,93,84,48,67,83,43,20,44,57,58,22,35,93,99,41
647,90,58,11,56,67,63,54,99,70,86,83,49,80,89,70,59
648,98,59,54,92,46,25,31,75,70,6,49,54,21,14,8,11
649,89,92,79,70,92,47,94,30,17,10,94,20,59,54,61,19
650,39,37,78,93,90,0,94,89,33,78,54,11,88,66,40,59
651,32,79,31,86,9,9,68,52,88,25,49,79,14,56,73,23
652,13,25,95,22,57,41,74,73,22,48,4,38,25,85,48,57
653,51,56,32,24,21,5,92,76,43,23,93,88,27,42,11,16
654,54,90,56,77,66,2,5,60,79,59,13,51,30,51,29,49
655,83,30,31,91,56,34,10,57,62,73,58,65,27,68,19,65
656,19,45,89,76,84,78,12,0,81,65,92,92,80,10,39,35
657,31,2,58,23,56,49,95,70,27,50,85,11,63,18,49,30
658,20,11,65,49,55,81,69,90,44,31,4,32,51,5,7,65
659,1,62,77,36,92,60,70,89,78,76,76,87,28,39,26,48
660,85,55,69,79,98,12,77,58,22,5,70,99,61,83,41,93
661,44,83,13,24,59,83,40,35,86,16,26,59,16,4,14,74
662,88,93,14,15,25,7,47,15,0,69,62,88,30,55,62,26
663,86,22,34,5,60,5,78,39,34,58,49,26,9,17,20,38
664,64,81,41,96,66,25,38,29,23,2,88,76,97,19,10,10
665,53,77,63,12,61,79,59,93,14,41,56,75,58,54,26,6
666,32,47,33,34,10,56,73,90,3,17,98,65,50,93,71,32
667,1,57,12,64,7,59,70,80,23,85,57,82,87,8,98,21
668,69,94,74,27,84,68,73,77,80,80,13,67,13,81,35,95
669,1,91,8,97,28,31,51,61,94,17,20,96,45,99,19,71
670,36,34,19,3,3,36,16,33,95,83,90,63,96,60,16,92
671,72,72,34,32,92,10,94,78,54,86,63,91,78,26,53,9
672,75,4,26,29,29,50,26,35,67,0,87,97,92,22,37,49
673,15,33,36,95,57,14,63,97,43,62,72,2,67,3,94,14
674,62,57,16,88,90,63,41,45,79,71,3,97,57,72,28,76
675,64,72,51,63,71,46,5,28,90,41,5,4,25,27,71,58
676,9,99,46,13,80,69,88,24,34,16,54,97,26,88,15,34
677,94,16,7,51,15,3,83,92,48,76,16,24,89,45,31,23
678,21,74,0,45,57,92,70,69,50,15,5,10,25,72,50,35
679,29,72,22,1,46,32,32,24,51,67,37,28,10,52,80,75
680,69,66,34,67,45,38,54,65,99,56,13,84,10,84,94,43
681,6,82,57,77,66,54,33,66,73,0,64,89,1,87,20,27
682,60,58,95,0,64,14,23,41,77,98,95,90,33,48,9,12
683,11,61,82,1,61,75,15,17,79,22,26,71,15,30,78,15
684,78,19,49,43,61,22,6,95,48,8,2,89,38,89,51,50
685,0,68,89,26,35,4,11,87,33,77,59,27,84,40,61,90
686,86,20,90,45,43,47,90,42,88,31,41,8,76,25,60,29
687,27,78,16,58,82,84,58,23,78,76,82,31,56,80,91,2
688,36,42,12,63,47,47,29,29,12,85,59,17,71,5,47,47
689,53,21,58,38,9,61,96,77,44,91,40,92,29,45,30,41
690,13,63,48,19,9,7,8,9,40,60,8,38,26,16,6,48
691,79,52,13,75,81,44,11,4,43,33,51,63,96,39,16,97
692,98,9,38,33,50,38,41,19,5,41,92,26,56,22,68,64
693,4,13,49,57,97,78,87,68,95,92,57,75,10,49,35,73
694,86,79,89,54,57,94,23,31,92,14,96,41,76,26,72,20
695,27,17,45,84,20,27,4,22,3,38,25,32,23,40,42,26
696,99,74,79,55,16,87,16,22,55,39,82,35,48,1,87,86
697,40,82,45,3,89,35,37,95,57,42,22,52,80,10,25,27
698,62,95,42,92,32,2,98,9,7,16,12,79,23,82,11,70
699,37,80,5,78,52,83,7,57,61,95,76,49,61,39,48,68
700,17,85,39,1,37,68,69,82,50,52,20,12,66,18,0,20
701,1,71,95,24,19,75,31,17,19,76,53,21,65,47,79,89
702,27,16,53,39,69,30,1,78,35,61,73,24,76,36,11,54
703,80,32,63,71,64,37,94,19,77,86,76,56,88,79,30,87
704,77,85,56,80,36,63,45,12,78,74,19,42,16,46,33,71
705,55,67,72,55,72,73,5,77,39,87,71,58,93,49,31,39
706,24,73,85,80,65,18,19,31,99,95,83,93,48,91,96,75
707,51,15,17,84,76,13,63,23,84,17,66,56,10,2,99,19
708,2,85,86,28,36,43,92,38,39,75,70,15,58,9,44,0
709,61,22,19,25,46,16,54,9,99,20,11,55,85,91,91,85
710,51,3,77,63,91,74,45,24,77,65,16,81,53,87,48,11
711,59,10,3,8,88,50,48,77,0,24,73,18,38,89,31,45
712,32,1,53,22,40,65,19,66,1,61,14,77,56,27,11,72
713,31,18,32,39,11,29,45,89,5,30,54,28,23,57,60,28
714,33,28,3,17,55,49,76,22,75,25,58,72,5,8,77,42
715,25,19,98,91,4,19,87,75,84,27,63,96,59,5,59,60
716,74,49,74,73,48,19,67,27,12,25,83,87,98,65,78,23
717,37,82,85,68,23,28,1,77,17,15,74,67,31,16,24,18
718,27,20,57,98,72,98,42,8,59,47,0,87,78,31,83,96
719,71,13,28,1,93,57,40,44,8,17,26,76,76,64,59,10
720,62,67,32,65,93,56,40,91,23,94,49,86,4,57,91,16
721,0,39,95,76,29,56,46,7,72,26,23,12,14,23,33,65
722,52,63,98,5,86,6,1,44,34,5,35,44,26,53,68,52
723,40,96,83,96,36,63,21,6,7,76,12,60,17,51,3,95
724,94,8,19,69,30,78,45,41,66,39,22,24,97,83,62,12
725,82,95,43,24,74,85,93,69,62,33,72,87,6,43,65,30
726,97,92,86,24,20,30,60,78,28,5,16,61,87,25,31,88
727,93,40,21,96,15,18,81,85,62,31,45,96,77,45,27,50
728,19,6,28,30,99,19,87,19,63,37,66,1,80,64,86,65
729,46,48,83,24,68,90,1,49,42,48,62,1,44,17,11,5
730,35,77,85,0,10,7,44,66,90,34,45,83,22,59,67,33
731,53,71,21,33,12,39,10,15,30,28,76,3,54,26,3,2
732,57,18,62,31,67,71,83,19,5,49,57,26,38,45,67,59
733,49,96,76,36,50,14,40,7,20,83,66,61,42,32,71,83
734,52,44,9,76,94,75,74,33,47,28,57,87,18,61,1,55
735,3,22,32,0,58,81,0,1,20,18,11,44,85,70,55,89
736,97,89,54,6,52,45,22,90,25,75,0,1,37,13,86,95
737,13,88,25,66,70,94,89,16,63,2,14,36,59,40,59,17
738,49,23,87,79,32,57,26,91,5,95,81,90,65,52,51,64
739,87,2,6,43,87,48,94,20,81,5,12,35,22,27,64,32
740,12,40,27,10,11,54,9,31,12,57,23,67,8,45,66,76
741,92,86,36,2,45,5,66,29,23,22,31,79,39,22,27,74
742,28,70,27,60,97,82,27,36,53,74,52,20,44,74,95,79
743,74,41,22,39,88,26,66,35,42,82,30,22,54,58,1,16
744,21,99,32,50,77,24,8,39,43,2,70,1,37,63,72,62
745,65,97,91,9,70,34,73,70,13,87,59,20,75,33,89,32
746,70,87,59,17,29,10,58,76,17,91,45,80,54,5,43,48
747,14,16,4,56,6,14,22,67,19,68,98,30,77,62,93,54
748,87,72,14,62,52,79,27,6,94,13,66,24,77,25,62,64
749,72,7,20,37,57,67,10,48,58,5,62,89,12,78,99,40
750,18,25,53,19,15,13,54,7,16,87,58,6,81,79,32,55
751,98,70,89,71,5,93,31,92,81,19,79,90,23,41,85,14
752,63,9,59,26,76,40,29,2,25,71,63,42,45,65,23,93
753,52,71,85,25,2,35,68,79,39,81,7,1,97,81,90,12
754,98,27,40,11,9,50,53,28,73,44,33,10,39,73,25,62
755,50,88,49,19,49,58,32,6,81,64,92,40,92,29,19,36
756,64,4,79,13,59,62,35,28,15,75,32,1,50,30,77,69
757,89,35,49,57,66,15,98,70,98,86,83,67,81,50,4,45
758,49,59,65,53,13,81,88,8,86,62,74,50,29,38,73,54
759,55,46,47,94,76,7,45,22,47,1,91,78,98,6,84,60
760,7,44,13,5,68,58,51,66,12,4,39,2,72,66,15,64
761,69,6,23,57,65,91,2,85,67,79,27,72,55,58,65,13
762,42,85,38,60,25,37,25,42,18,87,55,47,28,49,21,28
763,53,30,44,66,30,35,72,41,42,25,53,36,67,37,96,50
764,87,45,26,4,13,87,22,24,12,40,13,16,61,48,45,9
765,55,47,27,90,71,6,2,31,22,16,67,66,65,37,74,83
766,32,54,84,70,92,27,85,83,82,93,17,43,30,74,65,30
767,25,63,64,97,57,31,54,10,12,83,66,16,33,90,32,89
768,63,91,60,68,74,76,19,23,68,87,42,90,64,43,44,3
769,49,69,45,12,58,3,88,95,91,7,50,63,86,21,14,70
770,52,27,56,1,90,75,2,6,75,22,55,35,37,39,85,52
771,63,92,56,34,8,75,41,58,74,86,38,88,43,88,66,72
772,25,15,64,65,58,37,88,63,47,94,3,20,84,22,77,82
773,62,34,14,91,76,18,14,63,82,16,94,12,26,55,21,17
774,72,38,36,90,68,97,73,63,31,12,92,33,91,79,17,27
775,15,25,23,28,73,81,58,44,37,89,19,8,84,84,56,77
776,86,78,56,77,64,94,15,25,76,7,31,53,38,16,52,78
777,12,68,17,88,46,74,29,23,83,52,75,21,27,92,50,93
778,18,63,34,98,42,83,56,66,67,52,24,96,15,27,69,42
779,57,11,49,93,2,64,64,75,97,47,55,51,31,60,51,45
780,38,2,23,48,34,7,62,75,62,70,89,61,23,26,56,10
781,37,47,77,82,48,6,51,17,46,26,29,81,11,9,12,95
782,29,91,5,36,35,59,17,94,3,95,56,62,9,66,95,13
783,51,25,54,32,79,77,88,38,29,35,74,56,56,76,26,67
784,17,62,33,4,51,67,95,38,36,96,64,58,18,5,75,69
785,31,56,37,30,39,43,93,79,53,3,17,54,55,56,66,34
786,3,68,55,27,70,82,11,7,28,29,87,5,2,74,33,95
787,6,83,46,78,63,28,86,12,5,6,29,7,15,86,95,82
788,79,0,98,41,3,88,75,16,40,58,49,33,1,24,64,84
789,89,94,18,46,6,61,66,67,54,77,30,43,35,11,72,91
790,49,18,96,21,81,74,70,89,58,18,84,82,12,63,45,82
791,48,8,73,48,91,52,53,70,52,50,96,64,5,71,10,52
792,69,89,94,78,59,82,23,67,27,17,60,95,8,95,10,10
793,38,86,4,20,42,39,24,93,35,90,91,26,65,71,21,82
794,26,69,33,3,68,91,58,16,72,67,9,33,18,30,47,3
795,91,8,24,69,81,6,75,74,59,61,64,38,77,95,7,60
796,55,99,14,72,31,51,38,7,41,28,38,56,99,71,57,96
797,38,62,93,85,62,89,44,23,37,23,81,27,69,61,12,86
798,1,97,80,76,60,97,86,8,12,16,1,19,26,65,95,5
799,64,42,52,81,41,1,2,66,98,44,48,53,88,76,95,3
800,56,95,49,72,14,70,83,9,39,20,79,31,90,75,73,84
801,87,2,13,12,25,40,72,74,78,7,29,56,94,24,35,29
802,13,81,39,14,84,91,91,56,20,78,69,76,48,4,18,87
803,16,16,17,79,46,44,29,74,41,33,26,47,95,35,66,62
804,59,90,44,72,79,29,6,87,68,75,85,3,83,48,54,62
805,29,53,5,17,94,89,25,22,69,14,22,58,45,67,26,45
806,28,42,98,55,7,30,34,17,24,35,25,54,67,51,61,48
807,97,31,78,10,30,54,93,50,18,23,3,55,67,14,59,85
808,38,39,58,28,46,72,56,3,59,1,65,60,46,2,72,60
809,71,78,57,53,77,66,16,98,19,47,47,42,15,6,88,77
810,6,4,54,44,81,25,83,35,69,13,78,34,36,4,91,60
811,18,11,27,4,87,37,48,18,97,45,4,57,59,36,33,45
812,75,28,1,46,68,25,88,57,39,87,96,14,25,48,21,87
813,5,43,97,65,11,19,97,16,77,16,68,59,73,20,87,20
814,47,30,69,12,31,56,90,3,61,86,17,11,78,61,20,40
815,4,55,40,68,47,68,75,1,37,19,0,74,18,41,32,43
816,82,24,93,93,36,82,37,50,72,99,75,40,3,16,4,70
817,62,2,87,11,24,14,47,15,0,5,55,77,28,62,81,58
